Medical Equipment,Services,Kode RS,Hospital Name,City/Regency,Province,Year,Volume
Air warming blanket,MotherChild,3513013,Rumah Sakit Umum Daerah Waluyo Jati Kraksaan,Probolinggo,East Java,2024,1
Air warming blanket,MotherChild,3515015,Rumah Sakit Umum Daerah R. T. Notopuro Sidoarjo,Sidoarjo,East Java,2024,1
Air warming blanket,MotherChild,3517010,Rumah Sakit Umum Daerah Kabupaten Jombang,Jombang,East Java,2024,1
Air warming blanket,MotherChild,3519023,Rumah Sakit Umum Daerah Caruban,Madiun,East Java,2025,1
Air warming blanket,MotherChild,3520012,Rumah Sakit Umum Daerah dr. Sayidiman Magetan,Magetan,East Java,2025,1
Air warming blanket,MotherChild,3521013,Rumah Sakit Umum Daerah Dr. Soeroto Ngawi,Ngawi,East Java,2025,1
Air warming blanket,MotherChild,3522014,Rumah Sakit Umum Daerah Dr. R. Sosodoro Djatikoesoemo,Bojonegoro,East Java,2025,1
Air warming blanket,MotherChild,3524016,Rumah Sakit Umum Daerah dr. Soegiri Kabupaten Lamongan,Lamongan,East Java,2025,1
Air warming blanket,MotherChild,3525010,Rumah Sakit Umum Daerah Ibnu Sina Kab. Gresik,Gresik,East Java,2024,1
Air warming blanket,MotherChild,3526011,Rumah Sakit Umum Daerah Syarifah Ambami Rato Ebu,Bangkalan,East Java,2025,1
Air warming blanket,MotherChild,3527012,Rumah Sakit Umum Daerah dr. Mohammad Zyn Kab. Sampang,Sampang,East Java,2025,1
Air warming blanket,MotherChild,3528013,Rumah Sakit Umum Daerah Dr. H. Slamet Martodirdjo Pamekasan,Pamekasan,East Java,2024,1
Air warming blanket,MotherChild,3529014,Rumah Sakit Umum Daerah dr. H. Moh. Anwar,Sumenep,East Java,2025,1
Air warming blanket,MotherChild,3571016,Rumah Sakit Umum Daerah Gambiran,City of Kediri,East Java,2026,1
Air warming blanket,MotherChild,3572010,Rumah Sakit Umum Daerah Mardi Waluyo,City of Blitar,East Java,2025,1
Air warming blanket,MotherChild,3573011,Rumah Sakit Umum Daerah Dr. Saiful Anwar,City of Malang,East Java,2025,1
Air warming blanket,MotherChild,3573258,Rumah Sakit Umum Daerah Kota Malang,City of Malang,East Java,2025,1
Air warming blanket,MotherChild,3574012,Rumah Sakit Umum Daerah dr. Mohamad Saleh Kota Probolinggo,City of Probolinggo,East Java,2025,1
Air warming blanket,MotherChild,3576014,Rumah Sakit Umum Daerah dr. Wahidin Sudiro Husodo Kota Mojokerto,City of Mojokerto,East Java,2025,1
Air warming blanket,MotherChild,3577015,Rumah Sakit Umum Daerah Dr. Soedono Madiun,City of Madiun,East Java,2024,1
Air warming blanket,MotherChild,3579030,Rumah Sakit Umum Karsa Husada Kota Batu,City of Batu,East Java,2025,1
Air warming blanket,MotherChild,3601010,Rumah Sakit Umum Daerah Berkah Pandeglang,Pandeglang,Banten,2025,1
Air warming blanket,MotherChild,3602011,Rumah Sakit Umum Daerah Dr. Adjidarmo,Lebak,Banten,2025,1
Air warming blanket,MotherChild,3671032,Rumah Sakit Umum Pusat Dr. Sitanala Tangerang,City of Tangerang,Banten,2024,1
Air warming blanket,MotherChild,3671208,Rumah Sakit Umum Daerah Kota Tangerang,City of Tangerang,Banten,2025,1
Air warming blanket,MotherChild,3672022,Rumah Sakit Umum Daerah Kota Cilegon,City of Cilegon,Banten,2024,1
Air warming blanket,MotherChild,3673012,Rumah Sakit Umum Daerah Kota Serang,City of Serang,Banten,2025,1
Air warming blanket,MotherChild,3674168,Rumah Sakit Umum Daerah Kota Tangerang Selatan,City of Tangerang Selatan,Banten,2025,1
Air warming blanket,MotherChild,5101016,Rumah Sakit Umum Daerah Negara,Jembrana,Bali,2025,1
Air warming blanket,MotherChild,5102010,Rumah Sakit Umum Daerah Tabanan,Tabanan,Bali,2024,1
Air warming blanket,MotherChild,5104012,Rumah Sakit Umum Daerah Sanjiwani Gianyar,Gianyar,Bali,2025,1
Air warming blanket,MotherChild,5105013,Rumah Sakit Umum Daerah Klungkung,Klungkung,Bali,2025,1
Air warming blanket,MotherChild,5106014,Rumah Sakit Umum Daerah Bangli,Bangli,Bali,2025,1
Air warming blanket,MotherChild,5107015,Rumah Sakit Umum Daerah Karangasem,Karangasem,Bali,2025,1
Air warming blanket,MotherChild,5108016,Rumah Sakit Umum Daerah Kab. Buleleng,Buleleng,Bali,2024,1
Air warming blanket,MotherChild,5171020,Rumah Sakit Umum Daerah Wangaya,City of Denpasar,Bali,2024,1
Air warming blanket,MotherChild,5201010,Rumah Sakit Umum Daerah Patut Patuh Patju,Lombok Barat,West Nusa Tenggara,2024,1
Air warming blanket,MotherChild,5202011,Rumah Sakit Umum Daerah Praya Kabupaten Lombok Tengah,Lombok Tengah,West Nusa Tenggara,2024,1
Air warming blanket,MotherChild,5203012,Rumah Sakit Umum Daerah Dr. R. Soedjono Selong,Lombok Timur,West Nusa Tenggara,2024,1
Air warming blanket,MotherChild,5204013,Rumah Sakit Umum Sumbawa Besar,Sumbawa,West Nusa Tenggara,2025,1
Air warming blanket,MotherChild,5205014,Rumah Sakit Umum Dompu,Dompu,West Nusa Tenggara,2025,1
Air warming blanket,MotherChild,5206015,Rumah Sakit Umum Bima,Bima,West Nusa Tenggara,2025,1
Air warming blanket,MotherChild,5207002,Rumah Sakit Umum Daerah Asy-Syifa Sumbawa Barat,Sumbawa Barat,West Nusa Tenggara,2025,1
Air warming blanket,MotherChild,5208002,Rumah Sakit Umum Kab. Lombok Utara,Lombok Utara,West Nusa Tenggara,2025,1
Air warming blanket,MotherChild,5271010,Rumah Sakit Umum Daerah Provinsi NTB,City of Mataram,West Nusa Tenggara,2025,1
Air warming blanket,MotherChild,5271087,Rumah Sakit Umum Daerah Kota Mataram,City of Mataram,West Nusa Tenggara,2024,1
Air warming blanket,MotherChild,5272005,Rumah Sakit Umum Daerah Kota Bima,City of Bima,West Nusa Tenggara,2024,1
Air warming blanket,MotherChild,5301033,Rumah Sakit Umum Daerah Waikabubak,Sumba Barat,East Nusa Tenggarara,2024,1
Air warming blanket,MotherChild,5302023,Rumah Sakit Umum Daerah Umbu Rara Meha Waingapu,Sumba Timur,East Nusa Tenggarara,2025,1
Air warming blanket,MotherChild,5303013,Rumah Sakit Umum Daerah S.K. Lerik,City of Kupang,East Nusa Tenggarara,2024,1
Air warming blanket,MotherChild,5303024,Rumah Sakit Umum Daerah Rote Ndao Ba'a,Rote Ndao,East Nusa Tenggarara,2025,1
Air warming blanket,MotherChild,5303045,Rumah Sakit Umum Daerah Naibonat,Kupang,East Nusa Tenggarara,2025,1
Air warming blanket,MotherChild,5303056,Rumah Sakit Umum Pusat dr. Ben Mboi Kupang,City of Kupang,East Nusa Tenggarara,2025,1
Air warming blanket,MotherChild,5304014,Rumah Sakit Umum Daerah Soe,Timor Tengah Selatan,East Nusa Tenggarara,2024,1
Air warming blanket,MotherChild,5305015,Rumah Sakit Umum Daerah Kefamenanu,Timor Tengah Utara,East Nusa Tenggarara,2025,1
Air warming blanket,MotherChild,5306016,"Rumah Sakit Umum Daerah Mgr. Gabriel Manek, SVD Atambua",Belu,East Nusa Tenggarara,2024,1
Air warming blanket,MotherChild,5306042,Rumah Sakit Umum Penyangga Perbatasan Betun,Malaka,East Nusa Tenggarara,2025,1
Air warming blanket,MotherChild,5307010,Rumah Sakit Umum Daerah Kalabahi,Alor,East Nusa Tenggarara,2024,1
Air warming blanket,MotherChild,5308045,Rumah Sakit Umum Daerah Lewoleba,Lembata,East Nusa Tenggarara,2025,1
Air warming blanket,MotherChild,5309012,Rumah Sakit Umum Daerah dr. Hendrikus Fernandez Larantuka,Flores Timur,East Nusa Tenggarara,2024,1
Air warming blanket,MotherChild,5310012,Rumah Sakit Umum Daerah dr. T.C. Hillers Maumere,Sikka,East Nusa Tenggarara,2024,1
Air warming blanket,MotherChild,5311013,Rumah Sakit Umum Daerah Ende,Ende,East Nusa Tenggarara,2024,1
Air warming blanket,MotherChild,5312014,Rumah Sakit Umum Daerah Bajawa,Ngada,East Nusa Tenggarara,2024,1
Air warming blanket,MotherChild,5313015,Rumah Sakit Umum Daerah Ruteng,Manggarai,East Nusa Tenggarara,2024,1
Air warming blanket,MotherChild,5315003,Rumah Sakit Umum Daerah Komodo,Manggarai Barat,East Nusa Tenggarara,2025,1
Air warming blanket,MotherChild,5316003,Rumah Sakit Umum Daerah Waibakul,Sumba Tengah,East Nusa Tenggarara,2025,1
Air warming blanket,MotherChild,5317002,Rumah Sakit Umum Daerah Reda Bolo,Sumba Barat Daya,East Nusa Tenggarara,2025,1
Air warming blanket,MotherChild,5318002,Rumah Sakit Umum Daerah Aeramo Kabupaten Nagekeo,Nagekeo,East Nusa Tenggarara,2025,1
Air warming blanket,MotherChild,5319002,Rumah Sakit Umum Daerah Borong,Manggarai Timur,East Nusa Tenggarara,2025,1
Air warming blanket,MotherChild,5320002,Rumah Sakit Umum Daerah Sabu Raijua,Sabu Raijua,East Nusa Tenggarara,2025,1
Air warming blanket,MotherChild,6101022,Rumah Sakit Umum Daerah Sambas,Sambas,West Kalimantan,2025,1
Air warming blanket,MotherChild,6102012,"Rumah Sakit Umum Daerah Drs. Jacobus Luna, M.Si",Bengkayang,West Kalimantan,2025,1
Air warming blanket,MotherChild,6103013,Rumah Sakit Umum Daerah Kabupaten Landak,Landak,West Kalimantan,2025,1
Air warming blanket,MotherChild,6104014,Rumah Sakit Umum Daerah Dr. Rubini Mempawah,Mempawah (Pontianak),West Kalimantan,2024,1
Air warming blanket,MotherChild,6105015,Rumah Sakit Umum Daerah M. Th. Djaman Sanggau,Sanggau,West Kalimantan,2024,1
Air warming blanket,MotherChild,6106016,Rumah Sakit Umum Daerah Dr. Agoesdjam Ketapang,Ketapang,West Kalimantan,2024,1
Air warming blanket,MotherChild,6107010,Rumah Sakit Umum Daerah Ade Muhammad Djoen Sintang,Sintang,West Kalimantan,2024,1
Air warming blanket,MotherChild,6108011,Rumah Sakit Umum Daerah dr. A. Diponegoro Putussibau,Kapuas Hulu,West Kalimantan,2024,1
Air warming blanket,MotherChild,6109012,Rumah Sakit Umum Daerah Kabupaten Sekadau,Sekadau,West Kalimantan,2025,1
Air warming blanket,MotherChild,6110012,Rumah Sakit Umum Daerah Kabupaten Melawi,Melawi,West Kalimantan,2025,1
Air warming blanket,MotherChild,6111002,Rumah Sakit Umum Daerah Sultan Muhammad Jamaludin I,Kayong Utara,West Kalimantan,2025,1
Air warming blanket,MotherChild,6112003,Rumah Sakit Umum Daerah Kabupaten Kubu Raya,Kubu Raya,West Kalimantan,2025,1
Air warming blanket,MotherChild,6171138,Rumah Sakit Umum Daerah Sultan Syarif Mohammad Alkadrie,City of Pontianak,West Kalimantan,2024,1
Air warming blanket,MotherChild,6172011,Rumah Sakit Umum Daerah Dr. Abdul Aziz Singkawang,City of Singkawang,West Kalimantan,2024,1
Air warming blanket,MotherChild,6201012,Rumah Sakit Umum Daerah Sultan Imanuddin,Kotawaringin Barat,Central Kalimantan,2024,1
Air warming blanket,MotherChild,6203015,Rumah Sakit Umum Daerah Dr. H. Soemarno Sosroaatmodjo Kab. Kapuas,Kapuas,Central Kalimantan,2025,1
Air warming blanket,MotherChild,6204016,Rumah Sakit Umum Daerah Jaraga Sasameh,Barito Selatan,Central Kalimantan,2024,1
Air warming blanket,MotherChild,6205011,Rumah Sakit Umum Daerah Muara Teweh,Barito Utara,Central Kalimantan,2025,1
Air warming blanket,MotherChild,6207012,Rumah Sakit Umum Daerah Kabupaten Lamandau,Lamandau,Central Kalimantan,2025,1
Air warming blanket,MotherChild,6207033,Rumah Sakit Umum Daerah Sukamara,Sukamara,Central Kalimantan,2025,1
Air warming blanket,MotherChild,6208014,Rumah Sakit Umum Daerah Kuala Pembuang,Seruyan,Central Kalimantan,2025,1
Air warming blanket,MotherChild,6209024,Rumah Sakit Umum Daerah Mas Amsyar Kasongan,Katingan,Central Kalimantan,2024,1
Air warming blanket,MotherChild,6210015,Rumah Sakit Umum Daerah Pulang Pisau,Pulang Pisau,Central Kalimantan,2025,1
Air warming blanket,MotherChild,6211026,Rumah Sakit Umum Daerah Kuala Kurun,Gunung Mas,Central Kalimantan,2025,1
Air warming blanket,MotherChild,6212020,Rumah Sakit Umum Daerah Tamiang Layang,Barito Timur,Central Kalimantan,2025,1
Air warming blanket,MotherChild,6213022,Rumah Sakit Umum Daerah Puruk Cahu,Murung Raya,Central Kalimantan,2024,1
Air warming blanket,MotherChild,6271026,Rumah Sakit Umum Daerah Kota Palangka Raya,City of Palangka Raya,Central Kalimantan,2025,1
Air warming blanket,MotherChild,6301013,Rumah Sakit Umum Daerah H. Boejasin Pelaihari,Tanah Laut,South Kalimantan,2024,1
Air warming blanket,MotherChild,6302014,Rumah Sakit Umum Daerah Pangeran Jaya Sumitra,Kotabaru,South Kalimantan,2024,1
Air warming blanket,MotherChild,6304020,Rumah Sakit Umum Daerah H. Abdul Aziz Marabahan,Barito Kuala,South Kalimantan,2025,1
Air warming blanket,MotherChild,6305010,Rumah Sakit Umum Daerah Datu Sanggul Rantau,Tapin,South Kalimantan,2025,1
Air warming blanket,MotherChild,6306011,Rumah Sakit Umum Daerah Brigjend H. Hasan Basry Kandangan,Hulu Sungai Selatan,South Kalimantan,2024,1
Air warming blanket,MotherChild,6307012,Rumah Sakit Umum Daerah H Damanhuri Barabai,Hulu Sungai Tengah,South Kalimantan,2025,1
Air warming blanket,MotherChild,6308013,Rumah Sakit Umum Daerah Pambalah Batung,Hulu Sungai Utara,South Kalimantan,2025,1
Air warming blanket,MotherChild,6309014,Rumah Sakit Umum Daerah H. Badaruddin Kasim,Tabalong,South Kalimantan,2024,1
Air warming blanket,MotherChild,6310015,Rumah Sakit Umum Daerah dr. H. Andi Abdurrahman Noor,Tanah Bumbu,South Kalimantan,2024,1
Air warming blanket,MotherChild,6311016,Rumah Sakit Umum Daerah Datu Kandang Haji,Balangan,South Kalimantan,2025,1
Air warming blanket,MotherChild,6371013,Rumah Sakit Umum Daerah Ulin Banjarmasin,City of Banjarmasin,South Kalimantan,2025,1
Air warming blanket,MotherChild,6371156,Rumah Sakit Umum Daerah Sultan Suriansyah Banjarmasin,City of Banjarmasin,South Kalimantan,2025,1
Air warming blanket,MotherChild,6372014,Rumah Sakit Daerah Idaman Kota Banjarbaru,City of Banjarbaru,South Kalimantan,2025,1
Air warming blanket,MotherChild,6401014,Rumah Sakit Umum Daerah Panglima Sebaya,Paser,East Kalimantan,2025,1
Air warming blanket,MotherChild,6402041,Rumah Sakit Umum Daerah Harapan Insan Sendawar,Kutai Barat,East Kalimantan,2025,1
Air warming blanket,MotherChild,6404021,Rumah Sakit Umum Daerah dr. H. Soemarno Sosroatmodjo Kab. Bulungan,Bulungan,North Kalimantan,2025,1
Air warming blanket,MotherChild,6404032,Rumah Sakit Umum Daerah Kudungga,Kutai Timur,East Kalimantan,2024,1
Air warming blanket,MotherChild,6405011,Rumah Sakit Umum Daerah Dr. Abdul Rivai,Berau,East Kalimantan,2025,1
Air warming blanket,MotherChild,6408025,Rumah Sakit Umum Daerah Kabupaten Nunukan,Nunukan,North Kalimantan,2025,1
Air warming blanket,MotherChild,6409036,Rumah Sakit Umum Daerah Ratu Aji Putri Botung,Penajam Paser Utara,East Kalimantan,2025,1
Air warming blanket,MotherChild,6411001,Rumah Sakit Gerbang Sehat Mahulu,Mahakam Hulu,East Kalimantan,2025,1
Air warming blanket,MotherChild,6472015,Rumah Sakit Umum Daerah Abdul Wahab Sjahranie,City of Samarinda,East Kalimantan,2025,1
Air warming blanket,MotherChild,6472118,Rumah Sakit Umum Daerah Inche Abdoel Moeis,City of Samarinda,East Kalimantan,2024,1
Air warming blanket,MotherChild,6473016,Rumah Sakit Umum Daerah dr. H. Jusuf SK,City of Tarakan,North Kalimantan,2025,1
Air warming blanket,MotherChild,6474032,Rumah Sakit Umum Daerah Taman Husada Bontang,City of Bontang,East Kalimantan,2025,1
Air warming blanket,MotherChild,6503002,Rumah Sakit Umum Daerah Akhmad Berahim,Tana Tidung,North Kalimantan,2025,1
Air warming blanket,MotherChild,6571044,Rumah Sakit Umum Kota Tarakan,City of Tarakan,North Kalimantan,2025,1
Air warming blanket,MotherChild,7101013,Rumah Sakit Umum Datoe Binangkang,Bolaang Mongondow,North Sulawesi,2025,1
Air warming blanket,MotherChild,7102014,Rumah Sakit Umum Daerah DR. Sam Ratulangi Tondano,Minahasa,North Sulawesi,2025,1
Air warming blanket,MotherChild,7103015,Rumah Sakit Umum Daerah Liun Kendage,Kepulauan Sangihe,North Sulawesi,2024,1
Air warming blanket,MotherChild,7103026,Rumah Sakit Umum Daerah Lapangan Sawang Kab. Sitaro,Kepulauan Siau Tagulandang Biaro,North Sulawesi,2026,1
Air warming blanket,MotherChild,7104038,Rumah Sakit Umum Daerah Talaud,Kepulauan Talaud,North Sulawesi,2025,1
Air warming blanket,MotherChild,7105030,Rumah Sakit Umum Daerah Amurang,Minahasa Selatan,North Sulawesi,2024,1
Air warming blanket,MotherChild,7106018,Rumah Sakit Umum Daerah Maria Walanda Maramis,Minahasa Utara,North Sulawesi,2024,1
Air warming blanket,MotherChild,7107003,Rumah Sakit Umum Daerah Bolaang Mongondow Utara,Bolaang Mongondow Utara,North Sulawesi,2025,1
Air warming blanket,MotherChild,7109002,Rumah Sakit Umum Daerah Mitra Sehat,Minahasa Tenggara,North Sulawesi,2025,1
Air warming blanket,MotherChild,7109028,Rumah Sakit Umum Pusat Ratatotok Buyat,Minahasa Tenggara,North Sulawesi,2025,1
Air warming blanket,MotherChild,7110002,Rumah Sakit Umum Daerah Bolaang Mongondow Selatan,Bolaang Mongondow Selatan,North Sulawesi,2025,1
Air warming blanket,MotherChild,7111011,Rumah Sakit Umum Daerah Bolaang Mongondow Timur,Bolaang Mongondow Timur,North Sulawesi,2025,1
Air warming blanket,MotherChild,7171103,Rumah Sakit Umum Daerah ODSK Provinsi Sulawesi Utara,City of Manado,North Sulawesi,2025,1
Air warming blanket,MotherChild,7171121,Rumah Sakit Umum Daerah Kota Manado,City of Manado,North Sulawesi,2025,1
Air warming blanket,MotherChild,7172048,Rumah Sakit Umum Daerah Kota Bitung,City of Bitung,North Sulawesi,2026,1
Air warming blanket,MotherChild,7173002,Rumah Sakit Umum Daerah Anugerah,City of Tomohon,North Sulawesi,2025,1
Air warming blanket,MotherChild,7174035,Rumah Sakit Umum Daerah Kota Kotamobagu,City of Kotamobagu,North Sulawesi,2024,1
Air warming blanket,MotherChild,7201011,Rumah Sakit Umum Daerah Banggai,Banggai Laut,Central Sulawesi,2025,1
Air warming blanket,MotherChild,7201012,Rumah Sakit Umum Daerah Trikora Salakan,Banggai Kepulauan,Central Sulawesi,2025,1
Air warming blanket,MotherChild,7202015,Rumah Sakit Umum Daerah Kabupaten Banggai,Banggai,Central Sulawesi,2024,1
Air warming blanket,MotherChild,7203016,Rumah Sakit Umum Daerah Morowali,Morowali,Central Sulawesi,2024,1
Air warming blanket,MotherChild,7204010,Rumah Sakit Umum Daerah Poso,Poso,Central Sulawesi,2024,1
Air warming blanket,MotherChild,7204021,Rumah Sakit Umum Daerah Kolonodale,Morowali Utara,Central Sulawesi,2025,1
Air warming blanket,MotherChild,7205022,Rumah Sakit Umum Daerah Kabelota,Donggala,Central Sulawesi,2025,1
Air warming blanket,MotherChild,7206012,Rumah Sakit Umum Daerah Mokopido Tolitoli,Toli-Toli,Central Sulawesi,2024,1
Air warming blanket,MotherChild,7207013,Rumah Sakit Umum Daerah Mokoyurli Buol,Buol,Central Sulawesi,2025,1
Air warming blanket,MotherChild,7208011,Rumah Sakit Umum Daerah Anuntaloko Parigi,Parigi Moutong,Central Sulawesi,2024,1
Air warming blanket,MotherChild,7209032,Rumah Sakit Umum Daerah Ampana,Tojo Una-Una,Central Sulawesi,2025,1
Air warming blanket,MotherChild,7210002,Rumah Sakit Umum Daerah Tora Belo,Sigi,Central Sulawesi,2024,1
Air warming blanket,MotherChild,7271036,Rumah Sakit Umum Anutapura Palu,City of Palu,Central Sulawesi,2024,1
Air warming blanket,MotherChild,7301015,Rumah Sakit Umum Daerah KH. Hayyung Kepulauan Selayar,Kepulauan Selayar,South Sulawesi,2025,1
Air warming blanket,MotherChild,7302016,Rumah Sakit Umum Daerah H.A. Sulthan Daeng Radja,Bulukumba,South Sulawesi,2024,1
Air warming blanket,MotherChild,7303010,Rumah Sakit Umum Daerah Prof. Dr. H. Anwar Makkatutu,Bantaeng,South Sulawesi,2025,1
Air warming blanket,MotherChild,7304011,Rumah Sakit Umum Daerah Lanto Daeng Pasewang,Jeneponto,South Sulawesi,2024,1
Air warming blanket,MotherChild,7305012,Rumah Sakit Umum Daerah H. Padjonga Dg. Ngalle Takalar,Takalar,South Sulawesi,2025,1
Air warming blanket,MotherChild,7306046,Rumah Sakit Umum Daerah Syekh Yusuf,Gowa,South Sulawesi,2025,1
Air warming blanket,MotherChild,7307014,Rumah Sakit Umum Daerah Kabupaten Sinjai,Sinjai,South Sulawesi,2025,1
Air warming blanket,MotherChild,7309016,Rumah Sakit Umum Daerah dr. La Palaloi,Maros,South Sulawesi,2024,1
Air warming blanket,MotherChild,7310016,Rumah Sakit Umum Daerah Batara Siang,Pangkajene Kepulauan,South Sulawesi,2024,1
Air warming blanket,MotherChild,7311010,Rumah Sakit Umum Daerah La Patarai,Barru,South Sulawesi,2025,1
Air warming blanket,MotherChild,7312011,Rumah Sakit Umum Daerah Latemmamala Soppeng,Soppeng,South Sulawesi,2025,1
Air warming blanket,MotherChild,7314013,Rumah Sakit Umum Daerah Nene Mallomo,Sidenreng Rappang,South Sulawesi,2025,1
Air warming blanket,MotherChild,7315014,Rumah Sakit Umum Daerah Lasinrang Pinrang,Pinrang,South Sulawesi,2026,1
Air warming blanket,MotherChild,7316015,Rumah Sakit Umum Daerah Massenrempulu Enrekang,Enrekang,South Sulawesi,2025,1
Air warming blanket,MotherChild,7317053,Rumah Sakit Umum Daerah Andi Djemma Masamba,Luwu Utara,South Sulawesi,2025,1
Air warming blanket,MotherChild,7317075,Rumah Sakit Umum Daerah Batara Guru,Luwu,South Sulawesi,2024,1
Air warming blanket,MotherChild,7325016,Rumah Sakit Umum Daerah I Lagaligo,Luwu Timur,South Sulawesi,2024,1
Air warming blanket,MotherChild,7326002,Rumah Sakit Umum Daerah Pongtiku,Toraja Utara,South Sulawesi,2025,1
